start,end,value,accn,fy,fp,form,metric,CIK,CompanyName
2025-01-01,2025-06-30,8242000000,0001628280-25-036791,2025,Q2,10-Q,DepreciationDepletionAndAmortization,0001326801,Meta
2025-01-01,2025-03-31,24026000000,0001326801-25-000054,2025,Q1,10-Q,NetCashProvidedByUsedInOperatingActivities,0001326801,Meta
2025-01-01,2025-06-30,49587000000,0001628280-25-036791,2025,Q2,10-Q,NetCashProvidedByUsedInOperatingActivities,0001326801,Meta
2025-01-01,2025-03-31,-20010000000,0001326801-25-000054,2025,Q1,10-Q,NetCashProvidedByUsedInInvestingActivities,0001326801,Meta
2025-01-01,2025-06-30,-45968000000,0001628280-25-036791,2025,Q2,10-Q,NetCashProvidedByUsedInInvestingActivities,0001326801,Meta
2025-01-01,2025-03-31,-19495000000,0001326801-25-000054,2025,Q1,10-Q,NetCashProvidedByUsedInFinancingActivities,0001326801,Meta
2025-01-01,2025-06-30,-35472000000,0001628280-25-036791,2025,Q2,10-Q,NetCashProvidedByUsedInFinancingActivities,0001326801,Meta
2025-01-01,2025-03-31,12941000000,0001326801-25-000054,2025,Q1,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0001326801,Meta
2025-01-01,2025-06-30,29479000000,0001628280-25-036791,2025,Q2,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0001326801,Meta
2025-01-01,2025-03-31,1342000000,0001326801-25-000054,2025,Q1,10-Q,DividendsCommonStock,0001326801,Meta
2025-01-01,2025-06-30,2691000000,0001628280-25-036791,2025,Q2,10-Q,DividendsCommonStock,0001326801,Meta
2025-04-01,2025-06-30,1349000000,0001628280-25-036791,2025,Q2,10-Q,DividendsCommonStock,0001326801,Meta
2025-01-01,2025-03-31,827000000,0001326801-25-000054,2025,Q1,10-Q,NonoperatingIncomeExpense,0001326801,Meta
2025-01-01,2025-06-30,919000000,0001628280-25-036791,2025,Q2,10-Q,NonoperatingIncomeExpense,0001326801,Meta
2025-04-01,2025-06-30,93000000,0001628280-25-036791,2025,Q2,10-Q,NonoperatingIncomeExpense,0001326801,Meta
2025-01-01,2025-03-31,17876000000,0001326801-25-000054,2025,Q1,10-Q,ComprehensiveIncomeNetOfTax,0001326801,Meta
2025-01-01,2025-06-30,38307000000,0001628280-25-036791,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0001326801,Meta
2025-04-01,2025-06-30,20431000000,0001628280-25-036791,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0001326801,Meta
2025-01-01,2025-03-31,12150000000,0001326801-25-000054,2025,Q1,10-Q,ResearchAndDevelopmentExpense,0001326801,Meta
2025-01-01,2025-06-30,25092000000,0001628280-25-036791,2025,Q2,10-Q,ResearchAndDevelopmentExpense,0001326801,Meta
2025-04-01,2025-06-30,12942000000,0001628280-25-036791,2025,Q2,10-Q,ResearchAndDevelopmentExpense,0001326801,Meta
2025-01-01,2025-03-31,-270000000,0000006201-25-000023,2025,Q1,10-Q,OperatingIncomeLoss,0000006201,American Airlines Group
2025-01-01,2025-06-30,864000000,0000006201-25-000038,2025,Q2,10-Q,OperatingIncomeLoss,0000006201,American Airlines Group
2025-04-01,2025-06-30,1135000000,0000006201-25-000038,2025,Q2,10-Q,OperatingIncomeLoss,0000006201,American Airlines Group
2025-01-01,2025-03-31,-473000000,0000006201-25-000023,2025,Q1,10-Q,NetIncomeLoss,0000006201,American Airlines Group
2025-01-01,2025-03-31,-473000000,0000006201-25-000038,2025,Q2,10-Q,NetIncomeLoss,0000006201,American Airlines Group
2025-01-01,2025-06-30,126000000,0000006201-25-000038,2025,Q2,10-Q,NetIncomeLoss,0000006201,American Airlines Group
2025-04-01,2025-06-30,599000000,0000006201-25-000038,2025,Q2,10-Q,NetIncomeLoss,0000006201,American Airlines Group
2025-01-01,2025-03-31,-175000000,0000006201-25-000023,2025,Q1,10-Q,IncomeTaxExpenseBenefit,0000006201,American Airlines Group
2025-01-01,2025-06-30,63000000,0000006201-25-000038,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000006201,American Airlines Group
2025-04-01,2025-06-30,239000000,0000006201-25-000038,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000006201,American Airlines Group
2025-01-01,2025-03-31,468000000,0000006201-25-000023,2025,Q1,10-Q,DepreciationAndAmortization,0000006201,American Airlines Group
2025-01-01,2025-06-30,944000000,0000006201-25-000038,2025,Q2,10-Q,DepreciationAndAmortization,0000006201,American Airlines Group
2025-04-01,2025-06-30,476000000,0000006201-25-000038,2025,Q2,10-Q,DepreciationAndAmortization,0000006201,American Airlines Group
2025-01-01,2025-03-31,2456000000,0000006201-25-000023,2025,Q1,10-Q,NetCashProvidedByUsedInOperatingActivities,0000006201,American Airlines Group
2025-01-01,2025-06-30,3419000000,0000006201-25-000038,2025,Q2,10-Q,NetCashProvidedByUsedInOperatingActivities,0000006201,American Airlines Group
2025-01-01,2025-03-31,-1204000000,0000006201-25-000023,2025,Q1,10-Q,NetCashProvidedByUsedInInvestingActivities,0000006201,American Airlines Group
2025-01-01,2025-06-30,-2478000000,0000006201-25-000038,2025,Q2,10-Q,NetCashProvidedByUsedInInvestingActivities,0000006201,American Airlines Group
2025-01-01,2025-03-31,-1223000000,0000006201-25-000023,2025,Q1,10-Q,NetCashProvidedByUsedInFinancingActivities,0000006201,American Airlines Group
2025-01-01,2025-06-30,-912000000,0000006201-25-000038,2025,Q2,10-Q,NetCashProvidedByUsedInFinancingActivities,0000006201,American Airlines Group
2025-01-01,2025-03-31,-378000000,0000006201-25-000023,2025,Q1,10-Q,NonoperatingIncomeExpense,0000006201,American Airlines Group
2025-01-01,2025-06-30,-675000000,0000006201-25-000038,2025,Q2,10-Q,NonoperatingIncomeExpense,0000006201,American Airlines Group
2025-04-01,2025-06-30,-297000000,0000006201-25-000038,2025,Q2,10-Q,NonoperatingIncomeExpense,0000006201,American Airlines Group
2025-01-01,2025-03-31,-455000000,0000006201-25-000023,2025,Q1,10-Q,ComprehensiveIncomeNetOfTax,0000006201,American Airlines Group
2025-01-01,2025-06-30,161000000,0000006201-25-000038,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0000006201,American Airlines Group
2025-04-01,2025-06-30,616000000,0000006201-25-000038,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0000006201,American Airlines Group
2025-01-01,2025-03-31,487000000,0001534701-25-000094,2025,Q1,10-Q,NetIncomeLoss,0001534701,Phillips 66
2025-01-01,2025-06-30,1364000000,0001534701-25-000137,2025,Q2,10-Q,NetIncomeLoss,0001534701,Phillips 66
2025-04-01,2025-06-30,877000000,0001534701-25-000137,2025,Q2,10-Q,NetIncomeLoss,0001534701,Phillips 66
2025-01-01,2025-03-31,485000000,0001534701-25-000094,2025,Q1,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0001534701,Phillips 66
2025-01-01,2025-06-30,1359000000,0001534701-25-000137,2025,Q2,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0001534701,Phillips 66
2025-04-01,2025-06-30,875000000,0001534701-25-000137,2025,Q2,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0001534701,Phillips 66
2025-01-01,2025-03-31,122000000,0001534701-25-000094,2025,Q1,10-Q,IncomeTaxExpenseBenefit,0001534701,Phillips 66
2025-01-01,2025-06-30,334000000,0001534701-25-000137,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0001534701,Phillips 66
2025-04-01,2025-06-30,212000000,0001534701-25-000137,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0001534701,Phillips 66
2025-01-01,2025-03-31,791000000,0001534701-25-000094,2025,Q1,10-Q,DepreciationDepletionAndAmortization,0001534701,Phillips 66
2025-01-01,2025-06-30,1607000000,0001534701-25-000137,2025,Q2,10-Q,DepreciationDepletionAndAmortization,0001534701,Phillips 66
2025-04-01,2025-06-30,816000000,0001534701-25-000137,2025,Q2,10-Q,DepreciationDepletionAndAmortization,0001534701,Phillips 66
2025-01-01,2025-03-31,187000000,0001534701-25-000094,2025,Q1,10-Q,NetCashProvidedByUsedInOperatingActivities,0001534701,Phillips 66
2025-01-01,2025-06-30,1032000000,0001534701-25-000137,2025,Q2,10-Q,NetCashProvidedByUsedInOperatingActivities,0001534701,Phillips 66
2025-01-01,2025-03-31,1591000000,0001534701-25-000094,2025,Q1,10-Q,NetCashProvidedByUsedInInvestingActivities,0001534701,Phillips 66
2025-01-01,2025-06-30,-1143000000,0001534701-25-000137,2025,Q2,10-Q,NetCashProvidedByUsedInInvestingActivities,0001534701,Phillips 66
2025-01-01,2025-03-31,-2049000000,0001534701-25-000094,2025,Q1,10-Q,NetCashProvidedByUsedInFinancingActivities,0001534701,Phillips 66
2025-01-01,2025-06-30,-523000000,0001534701-25-000137,2025,Q2,10-Q,NetCashProvidedByUsedInFinancingActivities,0001534701,Phillips 66
2025-01-01,2025-03-31,56000000,0001534701-25-000094,2025,Q1,10-Q,NonoperatingIncomeExpense,0001534701,Phillips 66
2025-01-01,2025-06-30,195000000,0001534701-25-000137,2025,Q2,10-Q,NonoperatingIncomeExpense,0001534701,Phillips 66
2025-04-01,2025-06-30,139000000,0001534701-25-000137,2025,Q2,10-Q,NonoperatingIncomeExpense,0001534701,Phillips 66
2025-01-01,2025-03-31,221000000,0001534701-25-000094,2025,Q1,10-Q,InterestAndDebtExpense,0001534701,Phillips 66
2025-01-01,2025-06-30,485000000,0001534701-25-000137,2025,Q2,10-Q,InterestAndDebtExpense,0001534701,Phillips 66
2025-04-01,2025-06-30,264000000,0001534701-25-000137,2025,Q2,10-Q,InterestAndDebtExpense,0001534701,Phillips 66
2025-01-01,2025-03-31,581000000,0001534701-25-000094,2025,Q1,10-Q,ComprehensiveIncomeNetOfTax,0001534701,Phillips 66
2025-01-01,2025-06-30,1653000000,0001534701-25-000137,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0001534701,Phillips 66
2025-04-01,2025-06-30,1072000000,0001534701-25-000137,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0001534701,Phillips 66
2025-01-01,2025-03-31,519000000,0001534701-25-000094,2025,Q1,10-Q,SellingGeneralAndAdministrativeExpense,0001534701,Phillips 66
2025-01-01,2025-06-30,1101000000,0001534701-25-000137,2025,Q2,10-Q,SellingGeneralAndAdministrativeExpense,0001534701,Phillips 66
2025-04-01,2025-06-30,582000000,0001534701-25-000137,2025,Q2,10-Q,SellingGeneralAndAdministrativeExpense,0001534701,Phillips 66
2025-01-01,2025-03-31,27660000000,0001534701-25-000094,2025,Q1,10-Q,CostOfGoodsAndServicesSold,0001534701,Phillips 66
2025-01-01,2025-06-30,56737000000,0001534701-25-000137,2025,Q2,10-Q,CostOfGoodsAndServicesSold,0001534701,Phillips 66
2025-04-01,2025-06-30,29077000000,0001534701-25-000137,2025,Q2,10-Q,CostOfGoodsAndServicesSold,0001534701,Phillips 66
2025-01-01,2025-03-31,14541000000,0000051143-25-000032,2025,Q1,10-Q,Revenues,0000051143,IBM
2025-01-01,2025-06-30,31519000000,0000051143-25-000052,2025,Q2,10-Q,Revenues,0000051143,IBM
2025-04-01,2025-06-30,16977000000,0000051143-25-000052,2025,Q2,10-Q,Revenues,0000051143,IBM
2025-01-01,2025-03-31,6510000000,0000051143-25-000032,2025,Q1,10-Q,CostOfRevenue,0000051143,IBM
2025-01-01,2025-06-30,13511000000,0000051143-25-000052,2025,Q2,10-Q,CostOfRevenue,0000051143,IBM
2025-04-01,2025-06-30,7001000000,0000051143-25-000052,2025,Q2,10-Q,CostOfRevenue,0000051143,IBM
2025-01-01,2025-03-31,8031000000,0000051143-25-000032,2025,Q1,10-Q,GrossProfit,0000051143,IBM
2025-01-01,2025-06-30,18008000000,0000051143-25-000052,2025,Q2,10-Q,GrossProfit,0000051143,IBM
2025-04-01,2025-06-30,9977000000,0000051143-25-000052,2025,Q2,10-Q,GrossProfit,0000051143,IBM
2025-01-01,2025-03-31,1055000000,0000051143-25-000032,2025,Q1,10-Q,NetIncomeLoss,0000051143,IBM
2025-01-01,2025-06-30,3249000000,0000051143-25-000052,2025,Q2,10-Q,NetIncomeLoss,0000051143,IBM
2025-04-01,2025-06-30,2194000000,0000051143-25-000052,2025,Q2,10-Q,NetIncomeLoss,0000051143,IBM
2025-01-01,2025-03-31,1055000000,0000051143-25-000032,2025,Q1,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0000051143,IBM
2025-01-01,2025-06-30,3249000000,0000051143-25-000052,2025,Q2,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0000051143,IBM
2025-04-01,2025-06-30,2194000000,0000051143-25-000052,2025,Q2,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0000051143,IBM
2025-01-01,2025-03-31,455000000,0000051143-25-000032,2025,Q1,10-Q,InterestExpense,0000051143,IBM
2025-01-01,2025-06-30,965000000,0000051143-25-000052,2025,Q2,10-Q,InterestExpense,0000051143,IBM
2025-04-01,2025-06-30,510000000,0000051143-25-000052,2025,Q2,10-Q,InterestExpense,0000051143,IBM
2025-01-01,2025-03-31,103000000,0000051143-25-000032,2025,Q1,10-Q,IncomeTaxExpenseBenefit,0000051143,IBM
2025-01-01,2025-06-30,507000000,0000051143-25-000052,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000051143,IBM
2025-04-01,2025-06-30,404000000,0000051143-25-000052,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000051143,IBM
2025-01-01,2025-03-31,4370000000,0000051143-25-000032,2025,Q1,10-Q,NetCashProvidedByUsedInOperatingActivities,0000051143,IBM
2025-01-01,2025-06-30,6071000000,0000051143-25-000052,2025,Q2,10-Q,NetCashProvidedByUsedInOperatingActivities,0000051143,IBM
2025-01-01,2025-03-31,-12979000000,0000051143-25-000032,2025,Q1,10-Q,NetCashProvidedByUsedInInvestingActivities,0000051143,IBM
2025-01-01,2025-06-30,-11281000000,0000051143-25-000052,2025,Q2,10-Q,NetCashProvidedByUsedInInvestingActivities,0000051143,IBM
2025-01-01,2025-03-31,5443000000,0000051143-25-000032,2025,Q1,10-Q,NetCashProvidedByUsedInFinancingActivities,0000051143,IBM
2025-01-01,2025-06-30,2589000000,0000051143-25-000052,2025,Q2,10-Q,NetCashProvidedByUsedInFinancingActivities,0000051143,IBM
2025-01-01,2025-03-31,244000000,0000051143-25-000032,2025,Q1,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0000051143,IBM
2025-01-01,2025-06-30,454000000,0000051143-25-000052,2025,Q2,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0000051143,IBM
2025-01-01,2025-03-31,749000000,0000051143-25-000032,2025,Q1,10-Q,ComprehensiveIncomeNetOfTax,0000051143,IBM
2025-01-01,2025-06-30,2476000000,0000051143-25-000052,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0000051143,IBM
2025-04-01,2025-06-30,1728000000,0000051143-25-000052,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0000051143,IBM
2025-01-01,2025-03-31,4886000000,0000051143-25-000032,2025,Q1,10-Q,SellingGeneralAndAdministrativeExpense,0000051143,IBM
2025-01-01,2025-06-30,9913000000,0000051143-25-000052,2025,Q2,10-Q,SellingGeneralAndAdministrativeExpense,0000051143,IBM
2025-04-01,2025-06-30,5027000000,0000051143-25-000052,2025,Q2,10-Q,SellingGeneralAndAdministrativeExpense,0000051143,IBM
2025-01-01,2025-03-31,1950000000,0000051143-25-000032,2025,Q1,10-Q,ResearchAndDevelopmentExpense,0000051143,IBM
2025-01-01,2025-06-30,4047000000,0000051143-25-000052,2025,Q2,10-Q,ResearchAndDevelopmentExpense,0000051143,IBM
2025-04-01,2025-06-30,2097000000,0000051143-25-000052,2025,Q2,10-Q,ResearchAndDevelopmentExpense,0000051143,IBM
2025-01-01,2025-03-31,316000000,0000051143-25-000032,2025,Q1,10-Q,RestructuringCharges,0000051143,IBM
2025-01-01,2025-06-30,333000000,0000051143-25-000052,2025,Q2,10-Q,RestructuringCharges,0000051143,IBM
2025-04-01,2025-06-30,17000000,0000051143-25-000052,2025,Q2,10-Q,RestructuringCharges,0000051143,IBM
2025-01-01,2025-03-31,19496000000,0000012927-25-000031,2025,Q1,10-Q,Revenues,0000012927,Boeing
2025-01-01,2025-06-30,42245000000,0000012927-25-000062,2025,Q2,10-Q,Revenues,0000012927,Boeing
2025-04-01,2025-06-30,22749000000,0000012927-25-000062,2025,Q2,10-Q,Revenues,0000012927,Boeing
2025-01-01,2025-03-31,17079000000,0000012927-25-000031,2025,Q1,10-Q,CostOfRevenue,0000012927,Boeing
2025-01-01,2025-06-30,37393000000,0000012927-25-000062,2025,Q2,10-Q,CostOfRevenue,0000012927,Boeing
2025-04-01,2025-06-30,20314000000,0000012927-25-000062,2025,Q2,10-Q,CostOfRevenue,0000012927,Boeing
2025-01-01,2025-03-31,461000000,0000012927-25-000031,2025,Q1,10-Q,OperatingIncomeLoss,0000012927,Boeing
2025-01-01,2025-06-30,285000000,0000012927-25-000062,2025,Q2,10-Q,OperatingIncomeLoss,0000012927,Boeing
2025-04-01,2025-06-30,-176000000,0000012927-25-000062,2025,Q2,10-Q,OperatingIncomeLoss,0000012927,Boeing
2025-01-01,2025-03-31,2417000000,0000012927-25-000031,2025,Q1,10-Q,GrossProfit,0000012927,Boeing
2025-01-01,2025-06-30,4852000000,0000012927-25-000062,2025,Q2,10-Q,GrossProfit,0000012927,Boeing
2025-04-01,2025-06-30,2435000000,0000012927-25-000062,2025,Q2,10-Q,GrossProfit,0000012927,Boeing
2025-01-01,2025-03-31,-37000000,0000012927-25-000031,2025,Q1,10-Q,NetIncomeLoss,0000012927,Boeing
2025-01-01,2025-06-30,-648000000,0000012927-25-000062,2025,Q2,10-Q,NetIncomeLoss,0000012927,Boeing
2025-04-01,2025-06-30,-611000000,0000012927-25-000062,2025,Q2,10-Q,NetIncomeLoss,0000012927,Boeing
2025-01-01,2025-03-31,-123000000,0000012927-25-000031,2025,Q1,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0000012927,Boeing
2025-01-01,2025-06-30,-820000000,0000012927-25-000062,2025,Q2,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0000012927,Boeing
2025-04-01,2025-06-30,-697000000,0000012927-25-000062,2025,Q2,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0000012927,Boeing
2025-01-01,2025-03-31,107000000,0000012927-25-000031,2025,Q1,10-Q,IncomeTaxExpenseBenefit,0000012927,Boeing
2025-01-01,2025-06-30,158000000,0000012927-25-000062,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000012927,Boeing
2025-04-01,2025-06-30,51000000,0000012927-25-000062,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000012927,Boeing
2025-01-01,2025-03-31,466000000,0000012927-25-000031,2025,Q1,10-Q,DepreciationDepletionAndAmortization,0000012927,Boeing
2025-01-01,2025-06-30,926000000,0000012927-25-000062,2025,Q2,10-Q,DepreciationDepletionAndAmortization,0000012927,Boeing
2025-04-01,2025-06-30,460000000,0000012927-25-000062,2025,Q2,10-Q,DepreciationDepletionAndAmortization,0000012927,Boeing
2025-01-01,2025-03-31,-1616000000,0000012927-25-000031,2025,Q1,10-Q,NetCashProvidedByUsedInOperatingActivities,0000012927,Boeing
2025-01-01,2025-06-30,-1389000000,0000012927-25-000062,2025,Q2,10-Q,NetCashProvidedByUsedInOperatingActivities,0000012927,Boeing
2025-01-01,2025-03-31,-1717000000,0000012927-25-000031,2025,Q1,10-Q,NetCashProvidedByUsedInInvestingActivities,0000012927,Boeing
2025-01-01,2025-06-30,-3946000000,0000012927-25-000062,2025,Q2,10-Q,NetCashProvidedByUsedInInvestingActivities,0000012927,Boeing
2025-01-01,2025-03-31,-338000000,0000012927-25-000031,2025,Q1,10-Q,NetCashProvidedByUsedInFinancingActivities,0000012927,Boeing
2025-01-01,2025-06-30,-725000000,0000012927-25-000062,2025,Q2,10-Q,NetCashProvidedByUsedInFinancingActivities,0000012927,Boeing
2025-01-01,2025-03-31,674000000,0000012927-25-000031,2025,Q1,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0000012927,Boeing
2025-01-01,2025-06-30,1101000000,0000012927-25-000062,2025,Q2,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0000012927,Boeing
2025-01-01,2025-03-31,708000000,0000012927-25-000031,2025,Q1,10-Q,InterestAndDebtExpense,0000012927,Boeing
2025-01-01,2025-06-30,1418000000,0000012927-25-000062,2025,Q2,10-Q,InterestAndDebtExpense,0000012927,Boeing
2025-04-01,2025-06-30,710000000,0000012927-25-000062,2025,Q2,10-Q,InterestAndDebtExpense,0000012927,Boeing
2025-01-01,2025-03-31,118000000,0000012927-25-000031,2025,Q1,10-Q,ComprehensiveIncomeNetOfTax,0000012927,Boeing
2025-01-01,2025-06-30,-272000000,0000012927-25-000062,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0000012927,Boeing
2025-04-01,2025-06-30,-390000000,0000012927-25-000062,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0000012927,Boeing
2025-01-01,2025-03-31,844000000,0000012927-25-000031,2025,Q1,10-Q,ResearchAndDevelopmentExpense,0000012927,Boeing
2025-01-01,2025-06-30,1754000000,0000012927-25-000062,2025,Q2,10-Q,ResearchAndDevelopmentExpense,0000012927,Boeing
2025-04-01,2025-06-30,910000000,0000012927-25-000062,2025,Q2,10-Q,ResearchAndDevelopmentExpense,0000012927,Boeing
2025-01-01,2025-03-31,29751000000,0001035002-25-000017,2025,Q1,10-Q,CostOfRevenue,0001035002,Valero Energy
2025-01-01,2025-06-30,58391000000,0001035002-25-000061,2025,Q2,10-Q,CostOfRevenue,0001035002,Valero Energy
2025-04-01,2025-06-30,28640000000,0001035002-25-000061,2025,Q2,10-Q,CostOfRevenue,0001035002,Valero Energy
2025-01-01,2025-03-31,-900000000,0001035002-25-000017,2025,Q1,10-Q,OperatingIncomeLoss,0001035002,Valero Energy
2025-01-01,2025-06-30,97000000,0001035002-25-000061,2025,Q2,10-Q,OperatingIncomeLoss,0001035002,Valero Energy
2025-04-01,2025-06-30,997000000,0001035002-25-000061,2025,Q2,10-Q,OperatingIncomeLoss,0001035002,Valero Energy
2025-01-01,2025-03-31,-595000000,0001035002-25-000017,2025,Q1,10-Q,NetIncomeLoss,0001035002,Valero Energy
2025-01-01,2025-06-30,119000000,0001035002-25-000061,2025,Q2,10-Q,NetIncomeLoss,0001035002,Valero Energy
2025-04-01,2025-06-30,714000000,0001035002-25-000061,2025,Q2,10-Q,NetIncomeLoss,0001035002,Valero Energy
2025-01-01,2025-03-31,-596000000,0001035002-25-000017,2025,Q1,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0001035002,Valero Energy
2025-01-01,2025-06-30,117000000,0001035002-25-000061,2025,Q2,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0001035002,Valero Energy
2025-04-01,2025-06-30,712000000,0001035002-25-000061,2025,Q2,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0001035002,Valero Energy
2025-01-01,2025-03-31,137000000,0001035002-25-000017,2025,Q1,10-Q,InterestExpense,0001035002,Valero Energy
2025-01-01,2025-06-30,278000000,0001035002-25-000061,2025,Q2,10-Q,InterestExpense,0001035002,Valero Energy
2025-04-01,2025-06-30,141000000,0001035002-25-000061,2025,Q2,10-Q,InterestExpense,0001035002,Valero Energy
2025-01-01,2025-03-31,-265000000,0001035002-25-000017,2025,Q1,10-Q,IncomeTaxExpenseBenefit,0001035002,Valero Energy
2025-01-01,2025-06-30,14000000,0001035002-25-000061,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0001035002,Valero Energy
2025-04-01,2025-06-30,279000000,0001035002-25-000061,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0001035002,Valero Energy
2025-01-01,2025-03-31,11000000,0001035002-25-000017,2025,Q1,10-Q,DepreciationAndAmortization,0001035002,Valero Energy
2025-01-01,2025-06-30,39000000,0001035002-25-000061,2025,Q2,10-Q,DepreciationAndAmortization,0001035002,Valero Energy
2025-04-01,2025-06-30,28000000,0001035002-25-000061,2025,Q2,10-Q,DepreciationAndAmortization,0001035002,Valero Energy
2025-01-01,2025-03-31,952000000,0001035002-25-000017,2025,Q1,10-Q,NetCashProvidedByUsedInOperatingActivities,0001035002,Valero Energy
2025-01-01,2025-06-30,1888000000,0001035002-25-000061,2025,Q2,10-Q,NetCashProvidedByUsedInOperatingActivities,0001035002,Valero Energy
2025-01-01,2025-03-31,-635000000,0001035002-25-000017,2025,Q1,10-Q,NetCashProvidedByUsedInInvestingActivities,0001035002,Valero Energy
2025-01-01,2025-06-30,-1047000000,0001035002-25-000061,2025,Q2,10-Q,NetCashProvidedByUsedInInvestingActivities,0001035002,Valero Energy
2025-01-01,2025-03-31,-382000000,0001035002-25-000017,2025,Q1,10-Q,NetCashProvidedByUsedInFinancingActivities,0001035002,Valero Energy
2025-01-01,2025-06-30,-1231000000,0001035002-25-000061,2025,Q2,10-Q,NetCashProvidedByUsedInFinancingActivities,0001035002,Valero Energy
2025-01-01,2025-03-31,-432000000,0001035002-25-000017,2025,Q1,10-Q,ComprehensiveIncomeNetOfTax,0001035002,Valero Energy
2025-01-01,2025-06-30,838000000,0001035002-25-000061,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0001035002,Valero Energy
2025-04-01,2025-06-30,1270000000,0001035002-25-000061,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0001035002,Valero Energy
2025-01-01,2025-03-31,9935000000,0000040545-25-000062,2025,Q1,10-Q,Revenues,0000040545,General Electric
2025-01-01,2025-06-30,20957000000,0000040545-25-000111,2025,Q2,10-Q,Revenues,0000040545,General Electric
2025-04-01,2025-06-30,11023000000,0000040545-25-000111,2025,Q2,10-Q,Revenues,0000040545,General Electric
2025-01-01,2025-03-31,1978000000,0000040545-25-000062,2025,Q1,10-Q,NetIncomeLoss,0000040545,General Electric
2025-01-01,2025-06-30,4006000000,0000040545-25-000111,2025,Q2,10-Q,NetIncomeLoss,0000040545,General Electric
2025-04-01,2025-06-30,2028000000,0000040545-25-000111,2025,Q2,10-Q,NetIncomeLoss,0000040545,General Electric
2025-01-01,2025-03-31,1978000000,0000040545-25-000062,2025,Q1,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0000040545,General Electric
2025-01-01,2025-06-30,4006000000,0000040545-25-000111,2025,Q2,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0000040545,General Electric
2025-04-01,2025-06-30,2028000000,0000040545-25-000111,2025,Q2,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0000040545,General Electric
2025-01-01,2025-03-31,283000000,0000040545-25-000062,2025,Q1,10-Q,IncomeTaxExpenseBenefit,0000040545,General Electric
2025-01-01,2025-06-30,671000000,0000040545-25-000111,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000040545,General Electric
2025-04-01,2025-06-30,388000000,0000040545-25-000111,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000040545,General Electric
2025-01-01,2025-03-31,1509000000,0000040545-25-000062,2025,Q1,10-Q,NetCashProvidedByUsedInOperatingActivities,0000040545,General Electric
2025-01-01,2025-06-30,3755000000,0000040545-25-000111,2025,Q2,10-Q,NetCashProvidedByUsedInOperatingActivities,0000040545,General Electric
2025-01-01,2025-03-31,-317000000,0000040545-25-000062,2025,Q1,10-Q,NetCashProvidedByUsedInInvestingActivities,0000040545,General Electric
2025-01-01,2025-06-30,-852000000,0000040545-25-000111,2025,Q2,10-Q,NetCashProvidedByUsedInInvestingActivities,0000040545,General Electric
2025-01-01,2025-03-31,-2284000000,0000040545-25-000062,2025,Q1,10-Q,NetCashProvidedByUsedInFinancingActivities,0000040545,General Electric
